date,bytesIn,bytesOut,packetsIn,packetsOut,applicationName,destinationAddress,protocolNumber,sourceAddress
7/20/2018 3:51:14.000000000 PM,1040,0,10,0,,111.16.126.6,,basement.inside.local
7/20/2018 3:51:14.000000000 PM,1040,0,10,0,,111.16.126.6,1,basement.inside.local
7/20/2018 3:51:58.000000000 PM,0,357,0,3,,255.255.255.255,,WIFI_192.168.1.222
7/20/2018 3:51:58.000000000 PM,0,357,0,3,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.222
7/20/2018 3:52:54.000000000 PM,1845,0,12,0,,111.22.22.152,,239.255.255.250
7/20/2018 3:52:54.000000000 PM,1845,0,12,0,SSDP,111.22.22.152,17,239.255.255.250
7/20/2018 3:53:05.000000000 PM,1233,0,4,0,,111.22.22.150,,239.255.255.250
7/20/2018 3:53:05.000000000 PM,1233,0,4,0,SSDP,111.22.22.150,17,239.255.255.250
7/20/2018 3:53:47.000000000 PM,0,606,0,3,,239.255.255.250,,R_111.22.22.102
7/20/2018 3:53:47.000000000 PM,0,606,0,3,SSDP,239.255.255.250,17,R_111.22.22.102
7/20/2018 3:53:59.000000000 PM,3624,0,6,0,,0.0.0.0,,255.255.255.255
7/20/2018 3:53:59.000000000 PM,3624,0,6,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/20/2018 3:55:15.000000000 PM,200240,0,1003,0,,d3.inside.local,,basement.inside.local
7/20/2018 3:55:15.000000000 PM,200000,0,1000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 3:55:15.000000000 PM,240,0,3,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 3:55:28.000000000 PM,596920,0,2987,0,,bay.inside.local,,basement.inside.local
7/20/2018 3:55:28.000000000 PM,596600,0,2983,0,Connected Corp,bay.inside.local,17,basement.inside.local
7/20/2018 3:55:28.000000000 PM,320,0,4,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 3:55:58.000000000 PM,2466,0,8,0,,111.22.22.151,,239.255.255.250
7/20/2018 3:55:58.000000000 PM,2466,0,8,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 3:56:12.000000000 PM,520,0,5,0,,111.16.126.6,,basement.inside.local
7/20/2018 3:56:12.000000000 PM,520,0,5,0,,111.16.126.6,1,basement.inside.local
7/20/2018 3:56:44.000000000 PM,960,0,10,0,,acc.inside.local,,basement.inside.local
7/20/2018 3:56:44.000000000 PM,960,0,10,0,,acc.inside.local,89,basement.inside.local
7/20/2018 3:56:56.000000000 PM,0,119,0,1,,255.255.255.255,,WIFI_192.168.1.222
7/20/2018 3:56:56.000000000 PM,0,119,0,1,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.222
7/20/2018 3:57:59.000000000 PM,1812,0,3,0,,0.0.0.0,,255.255.255.255
7/20/2018 3:57:59.000000000 PM,1812,0,3,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/20/2018 3:59:23.000000000 PM,160,0,2,0,,ops.inside.local,,basement.inside.local
7/20/2018 3:59:23.000000000 PM,160,0,2,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:00:01.000000000 PM,1845,0,12,0,,111.22.22.152,,239.255.255.250
7/20/2018 4:00:01.000000000 PM,1845,0,12,0,SSDP,111.22.22.152,17,239.255.255.250
7/20/2018 4:00:15.000000000 PM,400480,0,2006,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:00:15.000000000 PM,400000,0,2000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:00:15.000000000 PM,480,0,6,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:00:28.000000000 PM,794240,0,3976,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:00:28.000000000 PM,793600,0,3968,0,Connected Corp,bay.inside.local,17,basement.inside.local
7/20/2018 4:00:28.000000000 PM,640,0,8,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 4:00:59.000000000 PM,0,357,0,3,,255.255.255.255,,WIFI_192.168.1.222
7/20/2018 4:00:59.000000000 PM,0,357,0,3,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.222
7/20/2018 4:01:56.000000000 PM,5436,0,9,0,,0.0.0.0,,255.255.255.255
7/20/2018 4:01:56.000000000 PM,5436,0,9,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/20/2018 4:02:09.000000000 PM,1233,0,4,0,,111.22.22.154,,239.255.255.250
7/20/2018 4:02:09.000000000 PM,1233,0,4,0,SSDP,111.22.22.154,17,239.255.255.250
7/20/2018 4:02:23.000000000 PM,320,0,4,0,,ops.inside.local,,basement.inside.local
7/20/2018 4:02:23.000000000 PM,320,0,4,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:03:14.000000000 PM,548,0,4,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/20/2018 4:03:14.000000000 PM,216,0,3,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/20/2018 4:03:14.000000000 PM,332,0,1,0,Bootstrap Protocol Server,g1.inside.local_192.168.1.1,17,basement.inside.local
7/20/2018 4:03:59.000000000 PM,0,225,0,1,,224.0.0.251,,R_111.22.22.102
7/20/2018 4:03:59.000000000 PM,0,225,0,1,Multicast DNS,224.0.0.251,17,R_111.22.22.102
7/20/2018 4:04:58.000000000 PM,2466,0,8,0,,111.22.22.151,,239.255.255.250
7/20/2018 4:04:58.000000000 PM,2466,0,8,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 4:05:12.000000000 PM,504,0,7,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/20/2018 4:05:12.000000000 PM,504,0,7,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/20/2018 4:05:26.000000000 PM,397280,0,1990,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:05:26.000000000 PM,396800,0,1984,0,Connected Corp,bay.inside.local,17,basement.inside.local
7/20/2018 4:05:26.000000000 PM,480,0,6,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 4:05:59.000000000 PM,5436,0,9,0,,0.0.0.0,,255.255.255.255
7/20/2018 4:05:59.000000000 PM,5436,0,9,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/20/2018 4:06:15.000000000 PM,200560,0,1007,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:06:15.000000000 PM,200000,0,1000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:06:15.000000000 PM,560,0,7,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:06:28.000000000 PM,79964,0,928,0,,bay.inside.local,,ospf-all.mcast.net
7/20/2018 4:06:28.000000000 PM,79964,0,928,0,,bay.inside.local,89,ospf-all.mcast.net
7/20/2018 4:06:41.000000000 PM,199000,0,995,0,,top.inside.local,,basement.inside.local
7/20/2018 4:06:41.000000000 PM,199000,0,995,0,Connected Corp,top.inside.local,17,basement.inside.local
7/20/2018 4:06:55.000000000 PM,0,119,0,1,,255.255.255.255,,WIFI_192.168.1.222
7/20/2018 4:06:55.000000000 PM,0,119,0,1,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.222
7/20/2018 4:07:59.000000000 PM,3699,0,12,0,,111.22.22.151,,239.255.255.250
7/20/2018 4:07:59.000000000 PM,3699,0,12,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 4:09:09.000000000 PM,192,0,2,0,,acc.inside.local,,basement.inside.local
7/20/2018 4:09:09.000000000 PM,192,0,2,0,,acc.inside.local,89,basement.inside.local
7/20/2018 4:09:23.000000000 PM,320,0,4,0,,ops.inside.local,,basement.inside.local
7/20/2018 4:09:23.000000000 PM,320,0,4,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:10:13.000000000 PM,432,0,6,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/20/2018 4:10:13.000000000 PM,432,0,6,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/20/2018 4:10:26.000000000 PM,4923,0,28,0,,111.22.22.150,,239.255.255.250
7/20/2018 4:10:26.000000000 PM,4923,0,28,0,SSDP,111.22.22.150,17,239.255.255.250
7/20/2018 4:10:46.000000000 PM,200800,0,1010,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:10:46.000000000 PM,200000,0,1000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:10:46.000000000 PM,800,0,10,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:10:58.000000000 PM,3699,0,12,0,,111.22.22.151,,239.255.255.250
7/20/2018 4:10:58.000000000 PM,3699,0,12,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 4:11:26.000000000 PM,2328,0,12,0,,111.22.22.107,,239.255.255.250
7/20/2018 4:11:26.000000000 PM,2328,0,12,0,SSDP,111.22.22.107,17,239.255.255.250
7/20/2018 4:11:59.000000000 PM,3690,0,24,0,,111.22.22.156,,239.255.255.250
7/20/2018 4:11:59.000000000 PM,3690,0,24,0,SSDP,111.22.22.156,17,239.255.255.250
7/20/2018 4:12:25.000000000 PM,320,0,4,0,,ops.inside.local,,basement.inside.local
7/20/2018 4:12:25.000000000 PM,320,0,4,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:12:59.000000000 PM,320,0,4,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:12:59.000000000 PM,320,0,4,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 4:15:15.000000000 PM,400960,0,2012,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:15:15.000000000 PM,400000,0,2000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:15:15.000000000 PM,960,0,12,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:15:27.000000000 PM,1845,0,12,0,,111.22.22.156,,239.255.255.250
7/20/2018 4:15:27.000000000 PM,1845,0,12,0,SSDP,111.22.22.156,17,239.255.255.250
7/20/2018 4:15:39.000000000 PM,196400,0,982,0,,top.inside.local,,basement.inside.local
7/20/2018 4:15:39.000000000 PM,196400,0,982,0,Connected Corp,top.inside.local,17,basement.inside.local
7/20/2018 4:15:56.000000000 PM,576,0,7,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:15:56.000000000 PM,96,0,1,0,,bay.inside.local,89,basement.inside.local
7/20/2018 4:15:56.000000000 PM,480,0,6,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 4:16:27.000000000 PM,160,0,2,0,,ops.inside.local,,basement.inside.local
7/20/2018 4:16:27.000000000 PM,160,0,2,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:16:40.000000000 PM,612,0,7,0,,acc.inside.local,,basement.inside.local
7/20/2018 4:16:40.000000000 PM,612,0,7,0,,acc.inside.local,89,basement.inside.local
7/20/2018 4:17:06.000000000 PM,3078,0,16,0,,111.22.22.150,,239.255.255.250
7/20/2018 4:17:06.000000000 PM,3078,0,16,0,SSDP,111.22.22.150,17,239.255.255.250
7/20/2018 4:17:49.000000000 PM,0,1616,0,8,,239.255.255.250,,R_111.22.22.102
7/20/2018 4:17:49.000000000 PM,0,1616,0,8,SSDP,239.255.255.250,17,R_111.22.22.102
7/20/2018 4:18:59.000000000 PM,3690,0,24,0,,111.22.22.153,,239.255.255.250
7/20/2018 4:18:59.000000000 PM,3690,0,24,0,SSDP,111.22.22.153,17,239.255.255.250
7/20/2018 4:19:14.000000000 PM,216,0,3,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/20/2018 4:19:14.000000000 PM,216,0,3,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/20/2018 4:19:25.000000000 PM,2328,0,12,0,,111.22.22.107,,239.255.255.250
7/20/2018 4:19:25.000000000 PM,2328,0,12,0,SSDP,111.22.22.107,17,239.255.255.250
7/20/2018 4:19:58.000000000 PM,2466,0,8,0,,111.22.22.151,,239.255.255.250
7/20/2018 4:19:58.000000000 PM,2466,0,8,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 4:20:12.000000000 PM,144,0,2,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/20/2018 4:20:12.000000000 PM,144,0,2,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/20/2018 4:20:26.000000000 PM,1845,0,12,0,,111.22.22.154,,239.255.255.250
7/20/2018 4:20:26.000000000 PM,1845,0,12,0,SSDP,111.22.22.154,17,239.255.255.250
7/20/2018 4:20:46.000000000 PM,401040,0,2013,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:20:46.000000000 PM,400000,0,2000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:20:46.000000000 PM,1040,0,13,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:20:59.000000000 PM,576,0,7,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:20:59.000000000 PM,96,0,1,0,,bay.inside.local,89,basement.inside.local
7/20/2018 4:20:59.000000000 PM,480,0,6,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 4:21:26.000000000 PM,3104,0,16,0,,111.22.22.107,,239.255.255.250
7/20/2018 4:21:26.000000000 PM,3104,0,16,0,SSDP,111.22.22.107,17,239.255.255.250
7/20/2018 4:22:26.000000000 PM,1845,0,12,0,,111.22.22.153,,239.255.255.250
7/20/2018 4:22:26.000000000 PM,1845,0,12,0,SSDP,111.22.22.153,17,239.255.255.250
7/20/2018 4:22:59.000000000 PM,4311,0,20,0,,111.22.22.151,,239.255.255.250
7/20/2018 4:22:59.000000000 PM,4311,0,20,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 4:23:49.000000000 PM,0,2424,0,12,,239.255.255.250,,R_111.22.22.102
7/20/2018 4:23:49.000000000 PM,0,2424,0,12,SSDP,239.255.255.250,17,R_111.22.22.102
7/20/2018 4:25:10.000000000 PM,400400,0,2005,0,,ops.inside.local,,basement.inside.local
7/20/2018 4:25:10.000000000 PM,400000,0,2000,0,Connected Corp,ops.inside.local,17,basement.inside.local
7/20/2018 4:25:10.000000000 PM,400,0,5,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:25:35.000000000 PM,201120,0,1014,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:25:35.000000000 PM,200000,0,1000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:25:35.000000000 PM,1120,0,14,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:25:50.000000000 PM,0,1616,0,8,,239.255.255.250,,R_111.22.22.102
7/20/2018 4:25:50.000000000 PM,0,1616,0,8,SSDP,239.255.255.250,17,R_111.22.22.102
7/20/2018 4:26:58.000000000 PM,6156,0,32,0,,111.22.22.151,,239.255.255.250
7/20/2018 4:26:58.000000000 PM,6156,0,32,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 4:27:27.000000000 PM,3104,0,16,0,,111.22.22.107,,239.255.255.250
7/20/2018 4:27:27.000000000 PM,3104,0,16,0,SSDP,111.22.22.107,17,239.255.255.250
7/20/2018 4:28:02.000000000 PM,400,0,5,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:28:02.000000000 PM,400,0,5,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 4:29:12.000000000 PM,520,0,5,0,,111.16.126.6,,basement.inside.local
7/20/2018 4:29:12.000000000 PM,520,0,5,0,,111.16.126.6,1,basement.inside.local
7/20/2018 4:30:15.000000000 PM,400960,0,2012,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:30:15.000000000 PM,400000,0,2000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:30:15.000000000 PM,960,0,12,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:30:27.000000000 PM,4311,0,20,0,,111.22.22.151,,239.255.255.250
7/20/2018 4:30:27.000000000 PM,4311,0,20,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 4:30:58.000000000 PM,480,0,6,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:30:58.000000000 PM,480,0,6,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 4:31:27.000000000 PM,3104,0,16,0,,111.22.22.107,,239.255.255.250
7/20/2018 4:31:27.000000000 PM,3104,0,16,0,SSDP,111.22.22.107,17,239.255.255.250
7/20/2018 4:31:41.000000000 PM,199000,0,995,0,,top.inside.local,,basement.inside.local
7/20/2018 4:31:41.000000000 PM,199000,0,995,0,Connected Corp,top.inside.local,17,basement.inside.local
7/20/2018 4:31:55.000000000 PM,1233,0,4,0,,111.22.22.155,,239.255.255.250
7/20/2018 4:31:55.000000000 PM,1233,0,4,0,SSDP,111.22.22.155,17,239.255.255.250
7/20/2018 4:32:09.000000000 PM,2466,0,8,0,,111.22.22.154,,239.255.255.250
7/20/2018 4:32:09.000000000 PM,2466,0,8,0,SSDP,111.22.22.154,17,239.255.255.250
7/20/2018 4:32:22.000000000 PM,200400,0,1005,0,,ops.inside.local,,basement.inside.local
7/20/2018 4:32:22.000000000 PM,200000,0,1000,0,Connected Corp,ops.inside.local,17,basement.inside.local
7/20/2018 4:32:22.000000000 PM,400,0,5,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:35:11.000000000 PM,3078,0,16,0,,111.22.22.154,,239.255.255.250
7/20/2018 4:35:11.000000000 PM,3078,0,16,0,SSDP,111.22.22.154,17,239.255.255.250
7/20/2018 4:35:23.000000000 PM,600560,0,3007,0,,ops.inside.local,,basement.inside.local
7/20/2018 4:35:23.000000000 PM,600000,0,3000,0,Connected Corp,ops.inside.local,17,basement.inside.local
7/20/2018 4:35:23.000000000 PM,560,0,7,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:35:35.000000000 PM,600800,0,3010,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:35:35.000000000 PM,600000,0,3000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:35:35.000000000 PM,800,0,10,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:36:02.000000000 PM,528,0,6,0,,acc.inside.local,,basement.inside.local
7/20/2018 4:36:02.000000000 PM,528,0,6,0,,acc.inside.local,89,basement.inside.local
7/20/2018 4:36:14.000000000 PM,72,0,1,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/20/2018 4:36:14.000000000 PM,72,0,1,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/20/2018 4:36:26.000000000 PM,77356,0,871,0,,bay.inside.local,,ospf-all.mcast.net
7/20/2018 4:36:26.000000000 PM,77356,0,871,0,,bay.inside.local,89,ospf-all.mcast.net
7/20/2018 4:36:59.000000000 PM,320,0,4,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:36:59.000000000 PM,320,0,4,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 4:37:26.000000000 PM,1552,0,8,0,,111.22.22.107,,239.255.255.250
7/20/2018 4:37:26.000000000 PM,1552,0,8,0,SSDP,111.22.22.107,17,239.255.255.250
7/20/2018 4:37:59.000000000 PM,1233,0,4,0,,111.22.22.151,,239.255.255.250
7/20/2018 4:37:59.000000000 PM,1233,0,4,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 4:38:12.000000000 PM,520,0,5,0,,111.16.126.6,,basement.inside.local
7/20/2018 4:38:12.000000000 PM,520,0,5,0,,111.16.126.6,1,basement.inside.local
7/20/2018 4:38:24.000000000 PM,1845,0,12,0,,111.22.22.150,,239.255.255.250
7/20/2018 4:38:24.000000000 PM,1845,0,12,0,SSDP,111.22.22.150,17,239.255.255.250
7/20/2018 4:40:15.000000000 PM,401120,0,2014,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:40:15.000000000 PM,400000,0,2000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:40:15.000000000 PM,1120,0,14,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:40:27.000000000 PM,64,0,1,0,,production.inside.local,,basement.inside.local
7/20/2018 4:40:27.000000000 PM,64,0,1,0,,production.inside.local,89,basement.inside.local
7/20/2018 4:40:43.000000000 PM,400400,0,2005,0,,ops.inside.local,,basement.inside.local
7/20/2018 4:40:43.000000000 PM,400000,0,2000,0,Connected Corp,ops.inside.local,17,basement.inside.local
7/20/2018 4:40:43.000000000 PM,400,0,5,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:40:55.000000000 PM,3699,0,12,0,,111.22.22.155,,239.255.255.250
7/20/2018 4:40:55.000000000 PM,3699,0,12,0,SSDP,111.22.22.155,17,239.255.255.250
7/20/2018 4:41:09.000000000 PM,199000,0,995,0,,top.inside.local,,basement.inside.local
7/20/2018 4:41:09.000000000 PM,199000,0,995,0,Connected Corp,top.inside.local,17,basement.inside.local
7/20/2018 4:42:02.000000000 PM,336,0,4,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:42:02.000000000 PM,96,0,1,0,,bay.inside.local,89,basement.inside.local
7/20/2018 4:42:02.000000000 PM,240,0,3,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 4:42:58.000000000 PM,1845,0,12,0,,111.22.22.156,,239.255.255.250
7/20/2018 4:42:58.000000000 PM,1845,0,12,0,SSDP,111.22.22.156,17,239.255.255.250
7/20/2018 4:43:27.000000000 PM,1464,0,16,0,,acc.inside.local,,basement.inside.local
7/20/2018 4:43:27.000000000 PM,1464,0,16,0,,acc.inside.local,89,basement.inside.local
7/20/2018 4:44:32.000000000 PM,1845,0,12,0,,111.22.22.154,,239.255.255.250
7/20/2018 4:44:32.000000000 PM,1845,0,12,0,SSDP,111.22.22.154,17,239.255.255.250
7/20/2018 4:44:57.000000000 PM,3624,0,6,0,,0.0.0.0,,255.255.255.255
7/20/2018 4:44:57.000000000 PM,3624,0,6,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/20/2018 4:45:15.000000000 PM,601120,0,3014,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:45:15.000000000 PM,600000,0,3000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:45:15.000000000 PM,1120,0,14,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:45:27.000000000 PM,2328,0,12,0,,111.22.22.107,,239.255.255.250
7/20/2018 4:45:27.000000000 PM,2328,0,12,0,SSDP,111.22.22.107,17,239.255.255.250
7/20/2018 4:45:57.000000000 PM,496,0,6,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:45:57.000000000 PM,96,0,1,0,,bay.inside.local,89,basement.inside.local
7/20/2018 4:45:57.000000000 PM,400,0,5,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 4:46:26.000000000 PM,1032,0,11,0,,acc.inside.local,,basement.inside.local
7/20/2018 4:46:26.000000000 PM,1032,0,11,0,,acc.inside.local,89,basement.inside.local
7/20/2018 4:46:58.000000000 PM,2466,0,8,0,,111.22.22.151,,239.255.255.250
7/20/2018 4:46:58.000000000 PM,2466,0,8,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 4:47:12.000000000 PM,520,0,5,0,,111.16.126.6,,basement.inside.local
7/20/2018 4:47:12.000000000 PM,520,0,5,0,,111.16.126.6,1,basement.inside.local
7/20/2018 4:47:49.000000000 PM,240,0,3,0,,ops.inside.local,,basement.inside.local
7/20/2018 4:47:49.000000000 PM,240,0,3,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:48:58.000000000 PM,5436,0,9,0,,0.0.0.0,,255.255.255.255
7/20/2018 4:48:58.000000000 PM,5436,0,9,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/20/2018 4:49:57.000000000 PM,1233,0,4,0,,111.22.22.155,,239.255.255.250
7/20/2018 4:49:57.000000000 PM,1233,0,4,0,SSDP,111.22.22.155,17,239.255.255.250
7/20/2018 4:50:09.000000000 PM,1233,0,4,0,,111.22.22.154,,239.255.255.250
7/20/2018 4:50:09.000000000 PM,1233,0,4,0,SSDP,111.22.22.154,17,239.255.255.250
7/20/2018 4:50:22.000000000 PM,7248,0,12,0,,0.0.0.0,,255.255.255.255
7/20/2018 4:50:22.000000000 PM,7248,0,12,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/20/2018 4:50:36.000000000 PM,601040,0,3013,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:50:36.000000000 PM,600000,0,3000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:50:36.000000000 PM,1040,0,13,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:50:49.000000000 PM,320,0,4,0,,ops.inside.local,,basement.inside.local
7/20/2018 4:50:49.000000000 PM,320,0,4,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:51:02.000000000 PM,64,0,1,0,,production.inside.local,,basement.inside.local
7/20/2018 4:51:02.000000000 PM,64,0,1,0,,production.inside.local,89,basement.inside.local
7/20/2018 4:51:26.000000000 PM,3104,0,16,0,,111.22.22.107,,239.255.255.250
7/20/2018 4:51:26.000000000 PM,3104,0,16,0,SSDP,111.22.22.107,17,239.255.255.250
7/20/2018 4:51:57.000000000 PM,496,0,6,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:51:57.000000000 PM,96,0,1,0,,bay.inside.local,89,basement.inside.local
7/20/2018 4:51:57.000000000 PM,400,0,5,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/20/2018 4:52:58.000000000 PM,3699,0,12,0,,111.22.22.151,,239.255.255.250
7/20/2018 4:52:58.000000000 PM,3699,0,12,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 4:53:10.000000000 PM,198080,0,991,0,,top.inside.local,,basement.inside.local
7/20/2018 4:53:10.000000000 PM,198000,0,990,0,Connected Corp,top.inside.local,17,basement.inside.local
7/20/2018 4:53:10.000000000 PM,80,0,1,0,SNS Quote,top.inside.local,17,basement.inside.local
7/20/2018 4:53:23.000000000 PM,19864,0,191,0,,production.inside.local,,ospf-all.mcast.net
7/20/2018 4:53:23.000000000 PM,19864,0,191,0,,production.inside.local,89,ospf-all.mcast.net
7/20/2018 4:55:15.000000000 PM,200560,0,1007,0,,d3.inside.local,,basement.inside.local
7/20/2018 4:55:15.000000000 PM,200000,0,1000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/20/2018 4:55:15.000000000 PM,560,0,7,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/20/2018 4:55:27.000000000 PM,2328,0,12,0,,111.22.22.107,,239.255.255.250
7/20/2018 4:55:27.000000000 PM,2328,0,12,0,SSDP,111.22.22.107,17,239.255.255.250
7/20/2018 4:55:58.000000000 PM,2466,0,8,0,,111.22.22.151,,239.255.255.250
7/20/2018 4:55:58.000000000 PM,2466,0,8,0,SSDP,111.22.22.151,17,239.255.255.250
7/20/2018 4:56:12.000000000 PM,520,0,5,0,,111.16.126.6,,basement.inside.local
7/20/2018 4:56:12.000000000 PM,520,0,5,0,,111.16.126.6,1,basement.inside.local
7/20/2018 4:56:23.000000000 PM,160,0,2,0,,ops.inside.local,,basement.inside.local
7/20/2018 4:56:23.000000000 PM,160,0,2,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/20/2018 4:57:02.000000000 PM,3624,0,6,0,,0.0.0.0,,255.255.255.255
7/20/2018 4:57:02.000000000 PM,3624,0,6,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/20/2018 4:57:58.000000000 PM,256,0,3,0,,bay.inside.local,,basement.inside.local
7/20/2018 4:57:58.000000000 PM,96,0,1,0,,bay.inside.local,89,basement.inside.local
